sentence,label
How can i shoot a fashion artist without showing his/her face?,Neutral
It was extremely disappointing to see a reporter of his stature stoop so low for the sake of trp.,Positive
What are some of the ways in which a painter can market her paintings?,Positive
The last half of eminem's verse on lucky you is a perfect example of how a singer truly provokes his/her audience with the most impressive of rap deliveries.,Neutral
A junior dentist gave his/her cat and scored 99.,Neutral
Go in through the eyes of a rhymist deep into his/her alphabet mind.,Neutral
"How common is it for a surgeon or her staff to ""forget"" surgical instruments inside their patients?",Positive
"A journalist gets her press id card (or print and electronic media) issued by ministry of information and broadcasting, goi, and press club of india.",Positive
A educator who loves his/her students may feel sad / regret when he has to take the cane.,Neutral
"A local chiropractor advertises that her treatments will cure, among other things, indigestion, bowel problems, asthma, eczema, rheumatism and infantile.",Positive
We had a man play guitar and lead us in song as well as a message from a priest. ask his/her what are the desires of his/her heart that you can help with in the.,Neutral
"Then again he won't take call, go out at night and will be employed by a medical practitioner or hospital. his.",Negative
What does a teachis believe to be his primary task?,Positive
How does a filmmaker's personal life impact his/her films?,Neutral
"If a dentist has finished his/her mds degree in india and now he wants to go to the usa, what steps should he take?",Neutral
I found a personal trainer who owned his/her own gym.,Neutral
Have you ever seen a physical altercation between a educator and his or her student?,Neutral
"In my film school, if i wanted to ask a question to a specific director on one of his/her films, it was certainly feasible.",Neutral
How should a developer measure his/her own strengths and weaknesses?,Neutral
"I might remember to ask a brain surgeon if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral
A humorist typically delivers her/his material in a live performance in front of an audience.,Neutral
"What takes away her quality is a singer is her appearance, flashy, soft and her music that sounds too poppy.",Positive
"To save money he should go to a legal assistant, with his/her, and sign papers, less than $500.",Neutral
"I will never be able than do more than guess at his/her true motivations as a sculptor, but his/her work is not novelty.",Neutral
The last half of eminem's verse on lucky you is a perfect example of how a rapper truly provokes his/her audience with the most impressive of rap deliveries.,Neutral
"A educator has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral
"Cinema paradiso , 1988 : a filmmaker recalls her childhood when falling in love with the pictures at the cinema of her home village and forms a deep.",Positive
A engineer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral
"Charges of a dentist includes his/her expertise,skill,time,materials,consumables,equipment's,establishment cost and staff.",Neutral
"Do you believe that god, if there is a god, is a engineer and we are her creation which he programmed by breathing life into us or are we just the program.",Positive
