,word_id,word,up_votes,down_votes,author,definition
715522,1928374,eric bauman,721,203,82cb9f86,"A crooked bastard who owns ebaum's world and makes millions off of stolen flash games and short cartoons. Sites like albino blacksheep, something awful, and YTMND have joined forces to try and get his site erased. He's also hated by 99 out of 100 people."
717465,1932539,pokeman,284,111,94c8245a,The way Bill Cosby pronounces the word 'pokemon.'
717881,1933496,Romania,203,230,8092a20,Noun. A state of a non-platonic relationship that is both chaotic and romantic at the same time.
719301,1936345,woman,248,595,a06b2177,"The half of the human race which has the dead weight and weakness imposed with reproduction. They are physically, psychologically, and emotionally weaker than their male counterparts. This is due to both a shorter developmental period, a smaller body and a brain with fewer cells, and the physical and mental dead weight imposed with reproductive organs. Women also have a less developed sense of logic and judgment, which results in a tendency to lie (poorly). ;; Modern Feminists like to call themselves right-brained and creative to help their gender insecurities and attempt to feel superior to men. They do not let petty facts discourage them, and claim that the reason there are few great female scientists and no great female artists is because of society. They ignore scientific evidence and call their opponents prejudiced. ;; Modern feminists also believe their bodies can be as strong if not stronger as a man's. They ignore the fact that sports require gender segregation to allow women to compete. Otherwise, little Suzy might be beaten in basketball by the taller, stronger men...and that wouldn't be good for her little girl self esteem, would it? ;; Women enjoy sex less than men because they have to be 'in the mood' to 'do it' and even then they often feel weak and helpless. They tend to enjoy it less because, evolution wise, childbirth makes a man a father (if he desires) but is a weakening if not deadly experience for women. Despite this, they endure intercourse as a way to gold dig, to find a potential husband, and to feel a vacant sense of worth. They suffer psychological and physical trauma, and tend to become depressed from the hormonal imbalance."
719746,1937393,gentleman,866,208,922131c4,"Something very rare today. A man who is respectful and considerate of those around him. Acts politely. Treats women with respect. Open doors for them, pulls out chairs, and is classy. What more guys should be. Because regardless of what your testosterone driven buddies tell you, treating people with respect and being polite doesn't make you a 'fag' or 'wimp' or whatever. It makes you a good person and will really benefit you in life."
722412,1943471,manchester,696,488,a49da37f,"Manchester is a city with a population of 400,00, making it England's 6th largest city. ;; More famous for Manchester United than anything else. It is a common misnoma in international circles that Manchester is in fact in London. ;; Often the name Manchester is used to refer to the county in which it is situated, Greater Manchester. This annoys residents of equally independent towns and cities in Greater Manchester, such as Bolton, Wigan and Oldham, who each boast a rich history also. ;; A resident of Manchester is known as a 'Mancunian'. They are typified by their strange loyalty to Manchester. Often waylaying people from other cities to tell them all about Manchester. See Terry Christian. ;; The North's main airport is near Manchester however. Passengers from larger, but equidistant cities, such as Leeds, Liverpool and Sheffield, have bolstered the figures of Manchester Airport to make it one of Europe's largest and busiest."
722417,1943480,Niggermania,1722,238,b042f620,Niggermania is the one stop shop of all things jiggaboo ;; Niggermanica are often accused of being 'racists' full of 'hate' towards niggers and nothing could be further from the truth. The webmassas of NIGGERmania don't hate niggers we understand niggers.
722434,1943525,roman,241,164,abcdbd86,the true players way of saying rum and coke
722611,1943953,mandingo,1061,725,b212ae68,basically he is a black guy with a big huge dick.
722614,1943964,manwhore.,236,184,249e8daf,"A manwhore is someone who repeatedly sleeps with random women indescrimately without regard to any consequences. Manwhores are mainly found at local pubs, bars, parties, although they can be found anywhere through out the world."
723449,1945937,woman penis,123,94,2b7e77cd,"A rare and elusive type of penis found on a female. Females do not have penises so to find one is very disturbing and disgusting, which in turn holds vile royalty over any other mammal or invertebrate penis."
723587,1946238,mang,221,227,9b27ca30,Its da LATINO way of sayin man! Bought 2 light by tha pegado Tony Montana!
723653,1946368,bowman,147,90,c95fcd66,"a name for a giant cock on a white man in the city of monroe! often wrapped up by a magnum, this anaconda has slain many vaginal crevices!"
723972,1947289,niggermania,1262,172,b93638b8,"The behavior of a rather dark skinned individual with very heavy sub-Saharan African genetic influence such that it represents crime as empirically outlined in terms of probability in the book RACE, EVOLUTION AND BEHAVIOR... The mania is any outrageous irrational evil behavior setting back humanity."
725239,1950078,My Chemical Romance Fans,422,99,8a8d4309,"MCR fans are fans of MCR because of the music. Yes, there will be some people who are all 'zomgz frankie is so hawt' or complaining about how 'Gerard doesn't look hot anymore with blond hair'. ;; They're obviously not proper fans of the music. A lot of people are fans of MCR, because MCR saved their life. Thats what they are there for. The band saved their own lives, and are there to help other people."
726857,1954203,mancunian,229,218,a49da37f,"1) Somebody from Manchester. England's 6th largest city ;; 2) Somebody who constantly talks about Manchester. They make an effort to tell you that they are (a)a Mancunian and (b)from Manchester, every opportunity they get. These people tend to refrain from 'nose blowing'. ;; A typical Mancunian / stranger exchange: ;; MANCUNIAN: Hello ;; STRANGER: Hello ;; MANCUNIAN: I'm a Mancunian! ;; STRANGER: What does that word mean? ;; MANCUNIAN: You know, I'm a Manc, from Manchester (does weird creepy shoulder dance) ;; STRANGER: So what? ;; MANCUNIAN: Have you ever been to Manchester, it's amazing, it's the capital of England. ;; STRANGER: Yes, its wonderful I'm sure, goodbye ;; MANCUNIAN: So do you want a Big Issue or not?"
727003,1954565,Alan Rickman,693,64,85e0bfcf,The best british actor who ever lived. Known for his part in the Harry Potter movies as Professor Severus Snape. Has been acting for over 50 years. Has the most romantic voice. And is the sexiest 60 year old on the planet!!!!!!!!
727383,1955382,armand,102,206,e0f05eb7,1. Armand is defined in the spanish dictionary as a person who is annoying and often referred to as a piece of poo that won't flush. ;; 2. The coolest of cool people to ever touch the face of the earth.
727865,1956347,leatherman,192,51,ce7ccf51,"Member of the homosexual male subculture that grew out of male-only motorcycle clubs formed by homosexual veterans returning from World War II, stressing masculinity in contradiction of androgynous and effeminate gay stereotypes, characterized by a fetish for leather gear, a sense of hierarchy and a fraternal code of protocol and behavior, and often sexually involved in BDSM (bondage/discipline, dominance/submission, sadism/masochism)."
